datetime,choke,psig,apsig,oil,gas,water
16/5/2021 04:15:00,38.0,932.0,319.0,812.328,5.192,8.544
16/5/2021 04:30:00,38.0,930.0,317.0,775.8240000000001,5.216,8.16
16/5/2021 04:45:00,38.0,931.0,320.0,813.1679999999999,5.242,17.28
16/5/2021 05:00:00,38.0,930.0,319.0,795.096,5.233,16.896
16/5/2021 05:15:00,38.0,934.0,321.0,822.192,5.25,17.472
16/5/2021 05:30:00,38.0,935.0,323.0,777.0239999999999,5.267,16.512
16/5/2021 05:45:00,38.0,920.0,320.0,809.0160000000001,5.242,21.6
16/5/2021 06:00:00,38.0,934.0,324.0,769.104,5.275,24.768
16/5/2021 06:15:00,38.0,932.0,321.0,795.9119999999999,5.25,25.632
16/5/2021 06:30:00,38.0,924.0,324.0,722.808,5.275,15.36
16/5/2021 06:45:00,38.0,924.0,323.0,885.072,5.267,38.400000000000006
16/5/2021 07:00:00,38.0,925.0,320.0,804.864,5.242,25.92
16/5/2021 07:15:00,38.0,920.0,319.0,769.104,5.233,24.768
16/5/2021 07:30:00,38.0,935.0,324.0,813.816,5.275,26.208
16/5/2021 07:45:00,38.0,930.0,326.0,893.376,5.292,28.8
16/5/2021 08:00:00,38.0,923.0,324.0,661.7760000000001,5.296,21.312
16/5/2021 08:15:00,38.0,925.0,324.0,786.9839999999999,5.296,25.344
16/5/2021 08:30:00,38.0,930.0,325.0,786.9119999999999,5.304,34.176
16/5/2021 08:45:00,38.0,930.0,320.0,743.472,5.262,32.256
16/5/2021 09:00:00,38.0,925.0,317.0,804.864,5.236,25.92
16/5/2021 09:15:00,38.0,923.0,315.0,795.9119999999999,5.219,25.632
16/5/2021 09:30:00,38.0,935.0,318.0,831.96,5.245,36.096
16/5/2021 09:45:00,38.0,955.0,316.0,804.864,5.207,25.92
16/5/2021 10:00:00,38.0,945.0,318.0,740.88,5.224,15.744
16/5/2021 10:15:00,38.0,935.0,320.0,794.0880000000001,5.241,8.352
16/5/2021 10:30:00,38.0,930.0,317.0,786.048,5.205,16.704
16/5/2021 10:45:00,38.0,935.0,318.0,769.104,5.213,24.768
16/5/2021 11:00:00,38.0,945.0,319.0,769.104,5.222,24.768
16/5/2021 11:15:00,38.0,940.0,318.0,795.9119999999999,5.213,25.632
16/5/2021 11:30:00,38.0,930.0,317.0,760.1519999999999,5.205,24.48
16/5/2021 11:45:00,38.0,925.0,315.0,786.9839999999999,5.148,25.344
16/5/2021 12:00:00,38.0,932.0,317.0,724.3679999999999,5.165,23.328
16/5/2021 12:30:00,38.0,935.0,318.0,778.8720000000001,5.173,33.792
16/5/2021 12:45:00,38.0,925.0,315.0,758.952,5.148,16.128
16/5/2021 13:00:00,38.0,923.0,312.0,767.976,5.122,16.32
16/5/2021 13:15:00,38.0,930.0,317.0,760.1519999999999,5.205,24.48
16/5/2021 13:30:00,38.0,927.0,313.0,733.3199999999999,5.171,23.616
16/5/2021 13:45:00,38.0,919.0,319.0,740.88,5.222,15.744
16/5/2021 14:00:00,38.0,923.0,318.0,731.856,5.213,15.552
16/5/2021 14:15:00,38.0,920.0,312.0,684.552,5.122,7.199999999999999
16/5/2021 14:30:00,38.0,910.0,313.0,684.552,4.797,7.199999999999999
16/5/2021 14:45:00,38.0,935.0,317.0,713.784,5.165,15.168
16/5/2021 15:00:00,38.0,920.0,315.0,731.856,5.148,15.552
16/5/2021 15:15:00,38.0,850.0,310.0,685.248,4.793,7.199999999999999
16/5/2021 15:30:00,38.0,835.0,304.0,648.72,4.745,6.815999999999999
16/5/2021 15:45:00,38.0,844.0,309.0,703.5360000000001,4.891,7.391999999999999
16/5/2021 16:00:00,38.0,847.0,307.0,703.5360000000001,4.875,7.391999999999999
16/5/2021 16:15:00,38.0,862.0,309.0,723.552,4.891,15.36
16/5/2021 16:30:00,38.0,850.0,305.0,696.432,4.858,14.784
16/5/2021 16:45:00,38.0,845.0,307.0,696.432,4.769,14.784
16/5/2021 17:00:00,38.0,840.0,308.0,660.24,4.777,14.015999999999998
16/5/2021 17:15:00,38.0,850.0,310.0,687.384,4.899,14.592
16/5/2021 17:30:00,38.0,855.0,312.0,760.1519999999999,4.915,24.48
16/5/2021 17:45:00,38.0,845.0,308.0,660.24,4.883,14.015999999999998
16/5/2021 18:00:00,38.0,847.0,307.0,678.336,4.833,14.4
16/5/2021 18:15:00,38.0,850.0,309.0,696.432,4.806,14.784
16/5/2021 18:30:00,38.0,840.0,306.0,694.392,4.929,7.295999999999999
16/5/2021 18:45:00,38.0,858.0,312.0,748.4399999999999,5.183,7.872
16/5/2021 19:00:00,38.0,860.0,313.0,722.808,5.172,15.36
16/5/2021 19:15:00,38.0,862.0,314.0,731.856,5.18,15.552
16/5/2021 19:30:00,38.0,862.0,313.0,686.664,5.172,14.592
16/5/2021 19:45:00,38.0,860.0,312.0,722.808,5.163,15.36
16/5/2021 20:00:00,38.0,862.0,317.0,769.104,5.206,24.768
16/5/2021 20:15:00,38.0,860.0,316.0,722.808,5.197,15.36
16/5/2021 20:30:00,38.0,862.0,318.0,704.736,5.173,14.976
16/5/2021 20:45:00,38.0,858.0,314.0,702.792,5.14,7.391999999999999
16/5/2021 21:00:00,38.0,859.0,316.0,730.6800000000001,5.156,8.064
16/5/2021 21:15:00,38.0,862.0,314.0,713.28,5.18,7.872
16/5/2021 21:30:00,38.0,868.0,315.0,697.4639999999999,5.189,15.552
16/5/2021 21:45:00,38.0,863.0,314.0,671.64,5.18,14.976
16/5/2021 22:00:00,38.0,865.0,315.0,706.08,5.189,15.744
16/5/2021 22:15:00,38.0,879.0,319.0,723.312,5.12,16.128
16/5/2021 22:30:00,38.0,901.0,319.0,713.28,5.12,7.872
16/5/2021 22:45:00,38.0,897.0,315.0,730.1759999999999,5.168,7.68
16/5/2021 23:00:00,38.0,894.0,316.0,739.344,5.197,7.776
16/5/2021 23:15:00,38.0,892.0,315.0,758.952,5.148,16.128
16/5/2021 23:30:00,38.0,890.0,317.0,740.88,5.165,15.744
16/5/2021 23:45:00,38.0,891.0,319.0,775.8240000000001,5.182,8.16
16/5/2021 00:00:00,38.0,892.0,320.0,739.3199999999999,5.19,7.776
17/5/2021 00:15:00,38.0,901.0,320.0,748.4639999999999,5.19,7.872
17/5/2021 00:30:00,38.0,903.0,321.0,757.5600000000001,5.198,7.968
17/5/2021 00:45:00,38.0,908.0,318.0,757.5600000000001,5.173,7.968
17/5/2021 01:00:00,38.0,907.0,315.0,740.88,5.148,15.744
17/5/2021 01:15:00,38.0,911.0,317.0,749.904,5.165,15.936
17/5/2021 01:30:00,38.0,905.0,312.0,777.0239999999999,5.163,16.512
17/5/2021 01:45:00,38.0,912.0,311.0,712.656,5.175,7.487999999999999
17/5/2021 02:00:00,38.0,910.0,309.0,759.7439999999999,5.157,16.128
17/5/2021 02:15:00,38.0,912.0,313.0,740.88,5.192,15.744
17/5/2021 02:30:00,38.0,909.0,312.0,757.5600000000001,5.183,7.968
17/5/2021 02:45:00,38.0,912.0,314.0,784.9440000000001,5.2,8.256
17/5/2021 03:00:00,38.0,913.0,316.0,748.4399999999999,5.207,7.872
17/5/2021 03:15:00,38.0,912.0,315.0,775.8240000000001,5.198,8.16
17/5/2021 03:30:00,38.0,915.0,317.0,757.5600000000001,5.215,7.968
17/5/2021 03:45:00,38.0,913.0,316.0,767.976,5.187,16.32
17/5/2021 04:00:00,38.0,916.0,317.0,757.5600000000001,5.195,7.968
17/5/2021 04:15:00,38.0,917.0,318.0,777.0239999999999,5.224,16.512
17/5/2021 04:30:00,38.0,915.0,317.0,777.0239999999999,5.215,16.512
17/5/2021 04:45:00,38.0,917.0,315.0,758.952,5.198,16.128
17/5/2021 05:00:00,38.0,920.0,319.0,795.9119999999999,5.232,25.632
17/5/2021 05:15:00,38.0,925.0,324.0,767.976,5.315,16.32
17/5/2021 05:30:00,38.0,921.0,322.0,784.9440000000001,5.338,8.256
17/5/2021 05:45:00,38.0,920.0,320.0,757.5600000000001,5.321,7.968
17/5/2021 06:00:00,38.0,923.0,322.0,775.8240000000001,5.338,8.16
17/5/2021 06:15:00,38.0,927.0,323.0,786.048,5.347,16.704
17/5/2021 06:30:00,38.0,920.0,320.0,777.0239999999999,5.321,16.512
17/5/2021 06:45:00,38.0,893.0,305.0,687.384,4.952,14.592
17/5/2021 07:00:00,38.0,855.0,311.0,657.84,5.002,6.911999999999999
17/5/2021 07:15:00,38.0,850.0,304.0,721.8,4.944,7.584
17/5/2021 07:30:00,38.0,857.0,309.0,694.392,4.985,7.295999999999999
17/5/2021 07:45:00,38.0,835.0,304.0,676.128,4.903,7.103999999999999
17/5/2021 08:00:00,38.0,911.0,314.0,666.288,4.985,7.007999999999999
17/5/2021 08:15:00,38.0,899.0,316.0,749.904,5.043,15.936
17/5/2021 08:30:00,38.0,925.0,318.0,722.808,5.059,15.36
17/5/2021 08:45:00,38.0,910.0,309.0,714.504,4.985,15.168
17/5/2021 09:00:00,38.0,919.0,312.0,668.592,5.114,14.207999999999998
17/5/2021 09:15:00,38.0,879.0,316.0,610.7040000000001,4.938,26.496
17/5/2021 09:30:00,38.0,864.0,306.0,694.392,4.751,7.295999999999999
17/5/2021 09:45:00,38.0,899.0,312.0,704.736,4.906,14.976
17/5/2021 10:00:00,38.0,915.0,315.0,668.592,5.035,14.207999999999998
17/5/2021 10:15:00,38.0,920.0,316.0,724.3679999999999,5.085,23.328
17/5/2021 10:30:00,38.0,890.0,312.0,713.784,5.01,15.168
17/5/2021 10:45:00,38.0,850.0,309.0,621.288,4.881,6.5280000000000005
17/5/2021 11:00:00,38.0,910.0,314.0,659.568,4.922,14.015999999999998
17/5/2021 11:15:00,38.0,920.0,315.0,697.5600000000001,5.035,22.464
17/5/2021 11:30:00,38.0,925.0,317.0,706.488,5.093,22.752
17/5/2021 11:45:00,38.0,930.0,317.0,725.76,5.134,31.488
17/5/2021 12:00:00,38.0,915.0,315.0,652.8240000000001,5.117,21.024
17/5/2021 12:15:00,38.0,883.0,310.0,698.28,4.993,22.464
17/5/2021 12:30:00,38.0,870.0,313.0,684.552,4.914,7.199999999999999
17/5/2021 12:45:00,38.0,880.0,313.0,702.792,4.914,7.391999999999999
17/5/2021 13:00:00,38.0,900.0,315.0,675.432,4.93,7.103999999999999
17/5/2021 13:15:00,38.0,873.0,311.0,705.4559999999999,4.897,14.976
17/5/2021 13:30:00,38.0,880.0,312.0,675.432,4.906,7.103999999999999
17/5/2021 13:45:00,38.0,893.0,313.0,661.7760000000001,4.914,21.312
17/5/2021 14:00:00,38.0,890.0,313.0,670.728,4.924,21.6
17/5/2021 14:15:00,38.0,895.0,314.0,661.7760000000001,4.932,21.312
17/5/2021 14:30:00,38.0,890.0,313.0,734.616,4.924,31.872
17/5/2021 14:45:00,38.0,870.0,307.0,660.24,4.886,14.015999999999998
17/5/2021 15:00:00,38.0,865.0,309.0,662.448,4.902,21.312
17/5/2021 15:15:00,38.0,864.0,311.0,676.128,4.919,7.103999999999999
17/5/2021 15:30:00,38.0,851.0,307.0,685.248,4.886,7.199999999999999
17/5/2021 15:45:00,38.0,869.0,311.0,676.128,4.919,7.103999999999999
17/5/2021 16:00:00,38.0,860.0,312.0,704.736,4.927,14.976
17/5/2021 16:15:00,38.0,850.0,310.0,687.384,4.92,14.592
17/5/2021 16:30:00,38.0,855.0,311.0,687.384,4.928,14.592
17/5/2021 16:45:00,38.0,845.0,310.0,698.28,4.92,22.464
17/5/2021 17:00:00,38.0,855.0,312.0,677.64,4.937,14.4
17/5/2021 17:15:00,38.0,863.0,309.0,698.28,4.995,22.464
17/5/2021 17:30:00,38.0,843.0,308.0,707.232,5.069,22.752
17/5/2021 17:45:00,38.0,850.0,310.0,642.168,5.085,13.631999999999998
17/5/2021 18:00:00,38.0,853.0,312.0,677.64,5.102,14.4
17/5/2021 18:15:00,38.0,852.0,309.0,698.28,5.077,22.464
17/5/2021 18:30:00,38.0,850.0,311.0,716.184,5.074,23.04
17/5/2021 18:45:00,38.0,856.0,313.0,706.488,5.09,22.752
17/5/2021 19:00:00,38.0,854.0,312.0,670.728,5.082,21.6
17/5/2021 19:15:00,38.0,851.0,313.0,758.952,5.028,16.128
17/5/2021 19:30:00,38.0,853.0,314.0,686.664,5.037,14.592
17/5/2021 19:45:00,38.0,859.0,317.0,722.808,5.124,15.36
17/5/2021 20:00:00,38.0,856.0,315.0,731.856,5.107,15.552
17/5/2021 20:15:00,38.0,850.0,314.0,704.736,5.099,14.976
17/5/2021 20:30:00,38.0,860.0,318.0,715.4399999999999,5.132,23.04
17/5/2021 20:45:00,38.0,858.0,320.0,720.648,5.169,27.216
17/5/2021 21:00:00,38.0,862.0,318.0,702.84,5.142,26.544000000000004
17/5/2021 21:15:00,38.0,868.0,317.0,728.1120000000001,5.134,19.44
17/5/2021 21:30:00,38.0,866.0,316.0,786.9839999999999,5.126,25.344
17/5/2021 21:45:00,38.0,864.0,317.0,695.712,5.134,14.784
17/5/2021 22:00:00,38.0,871.0,315.0,724.3679999999999,5.117,23.328
17/5/2021 22:15:00,38.0,865.0,309.0,723.552,5.067,15.36
17/5/2021 22:30:00,38.0,867.0,312.0,740.88,5.092,15.744
17/5/2021 22:45:00,38.0,869.0,315.0,704.736,5.117,14.976
17/5/2021 23:00:00,38.0,866.0,311.0,759.7439999999999,5.114,16.128
17/5/2021 23:15:00,38.0,868.0,312.0,702.792,5.102,7.391999999999999
17/5/2021 23:30:00,38.0,867.0,313.0,731.856,5.111,15.552
17/5/2021 23:45:00,38.0,870.0,316.0,777.0239999999999,5.136,16.512
17/5/2021 00:00:00,38.0,868.0,314.0,739.3199999999999,5.119,7.776
18/5/2021 00:15:00,38.0,871.0,316.0,749.928,5.156,15.936
18/5/2021 00:30:00,38.0,872.0,316.0,758.952,5.136,16.128
18/5/2021 00:45:00,38.0,874.0,318.0,722.808,5.153,15.36
18/5/2021 01:00:00,38.0,869.0,315.0,702.792,5.128,7.391999999999999
18/5/2021 01:15:00,38.0,871.0,316.0,739.3199999999999,5.136,7.776
18/5/2021 01:30:00,38.0,867.0,314.0,767.976,5.119,16.32
18/5/2021 01:45:00,38.0,865.0,315.0,704.736,5.128,14.976
18/5/2021 02:00:00,38.0,868.0,317.0,731.856,5.144,15.552
18/5/2021 02:15:00,38.0,865.0,314.0,728.1120000000001,5.119,19.44
18/5/2021 02:30:00,38.0,874.0,319.0,742.272,5.161,23.904
18/5/2021 02:45:00,38.0,875.0,316.0,724.3679999999999,5.136,23.328
18/5/2021 03:00:00,38.0,877.0,315.0,751.2,5.128,24.192
18/5/2021 03:15:00,38.0,865.0,314.0,742.272,5.119,23.904
18/5/2021 03:30:00,38.0,867.0,315.0,760.1519999999999,5.128,24.48
18/5/2021 03:45:00,38.0,862.0,314.0,749.904,5.119,15.936
18/5/2021 04:00:00,38.0,865.0,317.0,731.856,5.185,15.552
18/5/2021 04:15:00,38.0,865.0,316.0,731.856,5.197,15.552
18/5/2021 04:30:00,38.0,863.0,314.0,751.2,5.18,24.192
18/5/2021 04:45:00,38.0,866.0,316.0,740.88,5.197,15.744
18/5/2021 05:00:00,38.0,871.0,317.0,742.272,5.266,23.904
18/5/2021 05:15:00,38.0,869.0,319.0,713.784,5.363,15.168
18/5/2021 05:30:00,38.0,876.0,321.0,733.3199999999999,5.38,23.616
18/5/2021 05:45:00,38.0,875.0,321.0,724.3679999999999,5.38,23.328
18/5/2021 06:00:00,38.0,872.0,319.0,760.1519999999999,5.363,24.48
18/5/2021 06:15:00,38.0,871.0,319.0,751.2,5.363,24.192
18/5/2021 06:30:00,38.0,875.0,319.0,760.1519999999999,5.363,24.48
18/5/2021 06:45:00,38.0,870.0,320.0,742.272,5.372,23.904
18/5/2021 07:00:00,38.0,876.0,315.0,795.096,5.348,16.896
18/5/2021 07:15:00,38.0,910.0,320.0,713.784,5.391,15.168
18/5/2021 07:30:00,38.0,900.0,318.0,722.808,5.363,15.36
18/5/2021 07:45:00,38.0,900.0,317.0,730.1759999999999,5.354,7.68
18/5/2021 08:00:00,38.0,895.0,318.0,740.88,5.363,15.744
18/5/2021 08:15:00,38.0,897.0,318.0,758.952,5.363,16.128
18/5/2021 08:30:00,38.0,905.0,319.0,769.104,5.372,24.768
18/5/2021 08:45:00,38.0,900.0,318.0,724.3679999999999,5.363,23.328
18/5/2021 09:00:00,38.0,899.0,318.0,704.736,5.363,14.976
18/5/2021 09:15:00,38.0,910.0,320.0,731.856,5.409,15.552
18/5/2021 09:30:00,38.0,915.0,319.0,751.2,5.4,24.192
18/5/2021 09:45:00,38.0,917.0,320.0,769.104,5.409,24.768
18/5/2021 10:00:00,38.0,921.0,321.0,751.2,5.418,24.192
18/5/2021 10:15:00,38.0,910.0,320.0,767.976,5.409,16.32
18/5/2021 10:30:00,38.0,890.0,317.0,758.952,5.383,16.128
18/5/2021 10:45:00,38.0,1050.0,325.0,722.064,6.066,15.36
18/5/2021 11:00:00,38.0,1060.0,330.0,765.912,6.09,8.064
18/5/2021 11:15:00,38.0,1063.0,336.0,820.608,6.147,8.64
18/5/2021 11:30:00,38.0,1065.0,332.0,820.608,6.167,8.64
18/5/2021 11:45:00,38.0,1062.0,325.0,804.0239999999999,6.099,25.92
18/5/2021 12:00:00,38.0,1050.0,327.0,839.952,6.118,36.48
18/5/2021 12:15:00,38.0,1045.0,327.0,831.192,6.118,45.6
18/5/2021 12:30:00,38.0,1055.0,323.0,858.336,6.08,47.04
18/5/2021 12:45:00,38.0,1045.0,324.0,858.528,6.077,27.648
18/5/2021 13:00:00,38.0,1052.0,325.0,822.2640000000001,6.087,35.712
18/5/2021 13:15:00,38.0,1057.0,327.0,822.2640000000001,6.106,35.712
18/5/2021 13:30:00,38.0,1053.0,329.0,821.904,6.126,26.496
18/5/2021 13:45:00,38.0,1048.0,328.0,830.8320000000001,6.116,26.784
18/5/2021 14:00:00,38.0,1045.0,328.0,857.4479999999999,6.116,47.04
18/5/2021 14:15:00,38.0,1050.0,327.0,839.952,6.118,36.48
18/5/2021 14:30:00,38.0,1053.0,330.0,839.952,6.147,36.48
18/5/2021 14:45:00,38.0,1049.0,331.0,857.64,6.157,27.648
18/5/2021 15:00:00,38.0,1045.0,329.0,857.64,6.138,27.648
18/5/2021 15:15:00,38.0,1053.0,330.0,848.712,6.147,27.36
18/5/2021 15:30:00,38.0,1047.0,325.0,839.952,6.099,36.48
18/5/2021 15:45:00,38.0,1053.0,329.0,848.784,6.138,36.864
18/5/2021 16:00:00,38.0,1054.0,327.0,839.952,6.118,36.48
18/5/2021 16:15:00,38.0,1044.0,329.0,831.1200000000001,6.138,36.096
18/5/2021 16:30:00,38.0,1051.0,326.0,857.64,6.109,27.648
18/5/2021 16:45:00,38.0,1050.0,330.0,866.568,6.147,27.936
18/5/2021 17:00:00,38.0,1044.0,327.0,857.64,6.118,27.648
18/5/2021 17:15:00,38.0,1045.0,326.0,848.712,6.109,27.36
18/5/2021 17:30:00,38.0,1045.0,322.0,858.528,6.07,27.648
18/5/2021 17:45:00,38.0,1054.0,325.0,857.64,6.099,27.648
18/5/2021 18:00:00,38.0,1040.0,325.0,822.2640000000001,6.099,35.712
18/5/2021 18:15:00,38.0,1042.0,326.0,804.576,6.109,34.944
18/5/2021 18:30:00,38.0,1043.0,326.0,822.2640000000001,6.128,35.712
18/5/2021 18:45:00,38.0,1040.0,325.0,839.952,6.099,46.08
18/5/2021 19:00:00,38.0,1045.0,328.0,857.4479999999999,6.128,47.04
18/5/2021 19:15:00,38.0,1043.0,325.0,874.9440000000001,6.099,48.0
18/5/2021 19:30:00,38.0,1040.0,323.0,804.864,6.08,25.92
18/5/2021 19:45:00,38.0,1042.0,325.0,848.712,6.099,27.36
18/5/2021 20:00:00,38.0,1045.0,328.0,857.64,6.128,27.648
18/5/2021 20:15:00,38.0,1046.0,329.0,888.7679999999999,6.138,33.599999999999994
18/5/2021 20:30:00,38.0,1045.0,328.0,848.712,6.128,27.36
18/5/2021 20:45:00,38.0,1049.0,330.0,821.904,6.147,26.496
18/5/2021 21:00:00,38.0,1047.0,328.0,821.904,6.128,26.496
18/5/2021 21:15:00,38.0,1045.0,326.0,875.496,6.109,28.224
18/5/2021 21:30:00,38.0,1047.0,327.0,830.376,6.118,17.664
18/5/2021 21:45:00,38.0,1050.0,325.0,857.4479999999999,6.099,18.24
18/5/2021 22:00:00,38.0,1049.0,324.0,885.072,6.089,38.400000000000006
18/5/2021 22:15:00,38.0,1050.0,324.0,858.336,6.089,18.24
18/5/2021 22:30:00,38.0,1049.0,322.0,831.24,6.07,17.664
18/5/2021 22:45:00,38.0,1053.0,326.0,875.328,6.109,9.216
18/5/2021 23:00:00,38.0,1055.0,328.0,857.1120000000001,6.128,9.024
18/5/2021 23:15:00,38.0,1056.0,329.0,884.52,6.138,18.816000000000003
18/5/2021 23:30:00,38.0,1054.0,327.0,820.608,6.119,8.64
18/5/2021 23:45:00,38.0,1051.0,325.0,812.328,6.099,17.28
18/5/2021 00:00:00,38.0,1054.0,329.0,830.376,6.138,17.664
19/5/2021 00:15:00,38.0,1049.0,328.0,875.52,6.128,28.224
19/5/2021 00:30:00,38.0,1051.0,329.0,844.104,6.138,22.56
19/5/2021 00:45:00,38.0,1049.0,328.0,808.1759999999999,6.128,21.6
19/5/2021 01:00:00,38.0,1050.0,329.0,830.8320000000001,6.15,26.784
19/5/2021 01:15:00,38.0,1048.0,327.0,857.64,6.119,27.648
19/5/2021 01:30:00,38.0,1052.0,330.0,848.424,6.147,18.048
19/5/2021 01:45:00,38.0,1047.0,326.0,821.352,6.097,17.472
19/5/2021 02:00:00,38.0,1049.0,327.0,857.4479999999999,6.106,18.24
19/5/2021 02:15:00,38.0,1051.0,325.0,830.376,6.087,17.664
19/5/2021 02:30:00,38.0,1048.0,326.0,812.328,6.097,17.28
19/5/2021 02:45:00,38.0,1053.0,328.0,857.64,6.116,27.648
19/5/2021 03:00:00,38.0,1051.0,325.0,821.352,6.087,17.472
19/5/2021 03:15:00,38.0,1051.0,327.0,830.376,6.106,17.664
19/5/2021 03:30:00,38.0,1049.0,328.0,848.424,6.116,18.048
19/5/2021 03:45:00,38.0,1051.0,330.0,839.76,6.135,27.072
19/5/2021 04:00:00,38.0,1055.0,332.0,857.64,6.154,27.648
19/5/2021 04:15:00,38.0,1052.0,330.0,830.8320000000001,6.135,26.784
19/5/2021 04:30:00,38.0,1050.0,329.0,804.0239999999999,6.126,25.92
19/5/2021 04:45:00,38.0,1052.0,330.0,831.1200000000001,6.135,36.096
19/5/2021 05:00:00,38.0,1055.0,332.0,839.76,6.154,27.072
19/5/2021 05:15:00,38.0,1053.0,330.0,821.352,6.135,17.472
19/5/2021 05:30:00,38.0,1048.0,329.0,866.472,6.126,18.432
19/5/2021 05:45:00,38.0,1050.0,330.0,812.328,6.135,17.28
19/5/2021 06:00:00,38.0,1052.0,330.0,830.376,6.135,17.664
19/5/2021 06:15:00,38.0,1051.0,329.0,848.424,6.126,18.048
19/5/2021 06:30:00,38.0,1045.0,327.0,857.64,6.106,27.648
19/5/2021 06:45:00,38.0,1050.0,328.0,848.712,6.128,27.36
19/5/2021 07:00:00,38.0,1044.0,325.0,848.712,6.099,27.36
19/5/2021 07:15:00,38.0,1045.0,326.0,823.368,6.109,27.072
19/5/2021 07:30:00,38.0,1045.0,325.0,806.1600000000001,6.099,17.472
19/5/2021 07:45:00,38.0,1040.0,324.0,797.3039999999999,6.089,17.28
19/5/2021 08:00:00,38.0,1055.0,327.0,832.1279999999999,6.179,27.36
19/5/2021 08:15:00,38.0,1043.0,330.0,840.8879999999999,6.208,27.648
19/5/2021 08:30:00,38.0,1048.0,335.0,796.248,6.256,26.208
19/5/2021 08:45:00,38.0,1051.0,331.0,796.4639999999999,6.218,17.28
19/5/2021 09:00:00,38.0,1045.0,328.0,796.4639999999999,6.189,17.28
19/5/2021 09:15:00,38.0,1040.0,327.0,893.4479999999999,6.179,29.376
19/5/2021 09:30:00,38.0,1043.0,327.0,814.1759999999999,6.179,17.664
19/5/2021 09:45:00,38.0,1047.0,328.0,832.1279999999999,6.189,27.36
19/5/2021 10:00:00,38.0,1040.0,326.0,778.776,6.169,16.896
19/5/2021 10:15:00,38.0,1045.0,327.0,805.3199999999999,6.239,17.472
19/5/2021 10:30:00,38.0,1045.0,328.0,849.648,6.249,27.936
19/5/2021 10:45:00,38.0,1050.0,327.0,849.648,6.239,27.936
19/5/2021 11:00:00,38.0,1045.0,326.0,761.064,6.217,16.512
19/5/2021 11:00:00,38.0,1045.0,326.0,761.064,6.217,16.512
19/5/2021 11:15:00,38.0,1045.0,327.0,814.1759999999999,6.226,17.664
19/5/2021 11:30:00,38.0,1040.0,327.0,823.008,6.226,17.856
19/5/2021 11:45:00,38.0,1037.0,328.0,814.1759999999999,6.236,17.664
19/5/2021 12:00:00,38.0,1042.0,327.0,823.008,6.226,17.856
19/5/2021 12:15:00,38.0,1047.0,327.0,823.008,6.197,26.496
19/5/2021 12:30:00,38.0,1049.0,324.0,806.712,6.236,26.784
19/5/2021 12:45:00,38.0,1045.0,328.0,814.608,6.226,26.784
19/5/2021 13:00:00,38.0,1043.0,327.0,814.608,6.368,17.472
19/5/2021 13:00:00,38.0,1043.0,327.0,805.3199999999999,6.368,17.472
19/5/2021 13:15:00,38.0,1045.0,326.0,805.3199999999999,6.217,17.472
19/5/2021 13:30:00,38.0,1047.0,326.0,814.1759999999999,6.217,17.664
19/5/2021 13:45:00,38.0,1047.0,325.0,797.3039999999999,6.207,17.28
